sID,conversation_id,message_id,user_query,dewey_match,response,routing,risk,risk_note,created_at,Accurate?,Notes,Expert review,Lang,coding_ID,primary_code,sec_codes,sent,bot_answer_rating,trust_flag,other_flags,original_coder_notes,risk_amt,risk_note_coders,mutiple_coders_flag,coding_stage,coding_time,sent_post,human_code,model_code
52,195507,1268549,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/5/24 18:12,,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
53,195504,1268547,Straight voting in Pa. Yes or no,What are we voting for in PA?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">What are we voting for in PA?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What are the rules for mail voting in Pennsylvania?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Do I need to show ID to vote in Pennsylvania?</a></div>",suggestion,,,11/5/24 18:12,,,,en,,,,,,[],,,1,,,,,,,G_Elect Basic
54,195506,1268545,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/5/24 18:11,,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
55,195504,1268538,Can you straight vote in Pa.,Where do I vote in PA?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Where do I vote in PA?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How can I vote early in Pennsylvania?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How can I vote by mail in Pennsylvania?</a></div>",suggestion,,,11/5/24 18:11,,,,en,,,,,,[],,,1,,,,,,,EL_Voting Req
56,195505,1268529,How to confirm my vote,How can I ensure my vote is counted?,"If you vote with a mail ballot, follow the instructions carefully. Return it to your county election board by mail, in person, or via an official drop box, making sure it arrives by 8 p.m. on Election Day. If you return your mail or absentee ballot, you cannot vote at your polling place on Election Day.",exact,,,11/5/24 18:10,,,,en,,,,,,[],,,1,,,,,,,EL_Mail-in
57,195504,1268527,Can you straight vote in Pennsylvania,Where do I vote in PA?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Where do I vote in PA?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How can I vote early in Pennsylvania?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How can I participate in elections in Pennsylvania?</a></div>",suggestion,,,11/5/24 18:09,,,,en,,,,,,[],,,1,,,,,,,EL_Voting Req
58,195502,1268517,"If my registration is inactive, can I still vote at my polling place",Can I vote if my registration is inactive?,"If your voter registration is marked as inactive, you can still vote. A voter is marked inactive if they have not voted for two consecutive federal election cycles and havenâ€™t responded to a county notice about their registration. If thatâ€™s your status, you can still vote on election day. Youâ€™ll just have to sign a form confirming your eligibility when you visit your polling place.",exact,,,11/5/24 18:06,,,,en,,,,,,[],,,1,,,,,,,EL_Mail-in
59,195499,1268497,"Status is inactive, can I still vote?",Can I vote if my registration is inactive?,"If your voter registration is marked as inactive, you can still vote. A voter is marked inactive if they have not voted for two consecutive federal election cycles and havenâ€™t responded to a county notice about their registration. If thatâ€™s your status, you can still vote on election day. Youâ€™ll just have to sign a form confirming your eligibility when you visit your polling place.",exact,,,11/5/24 18:02,,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
60,195498,1268489,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,11/5/24 18:01,,,,en,,,,,,[],,,1,,,,,,,G_State Basic
61,195497,1268485,Which presidential candidate is  leading now,Whoâ€™s winning in the polls right now?,"Sites including ""https://projects.fivethirtyeight.com/polls/president-general/2024/national/"" 538, ""https://www.270towin.com/2024-presidential-election-polls/"" 270toWin, and the ""https://www.cookpolitical.com/survey-research/cpr-national-polling-average/2024/harris-trump-overall"" Cook Political Report have the latest information on political polling.",exact,,,11/5/24 18:00,,,,en,,,,,,[],,,1,,,,,,,EA_Polling Fore
62,195497,1268483,Which presidential candidate is leading now,Whoâ€™s winning in the polls right now?,"Sites including ""https://projects.fivethirtyeight.com/polls/president-general/2024/national/"" 538, ""https://www.270towin.com/2024-presidential-election-polls/"" 270toWin, and the ""https://www.cookpolitical.com/survey-research/cpr-national-polling-average/2024/harris-trump-overall"" Cook Political Report have the latest information on political polling.",exact,,,11/5/24 17:59,,,,en,472,[EA],[Polling Fore],,"[Exact, Accept]",[],,"Interesting that this didn't link to AP(who currently calls races, right?)",0,,TRUE,1.1,1/21/2025 20:47:20,,EA_Polling Fore,EA_Polling Fore
63,195495,1268475,Can I vote if my registration is inactive?,Can I vote if my registration is inactive?,"If your voter registration is marked as inactive, you can still vote. A voter is marked inactive if they have not voted for two consecutive federal election cycles and havenâ€™t responded to a county notice about their registration. If thatâ€™s your status, you can still vote on election day. Youâ€™ll just have to sign a form confirming your eligibility when you visit your polling place.",exact,,,11/5/24 17:58,,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
64,195495,1268473,What is inactive voter,Can I vote if my registration is inactive?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote if my registration is inactive?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What form will I have to sign to vote with inactive status?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Why does my registration status say inactive?</a></div>",suggestion,,,11/5/24 17:58,,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
65,195494,1268471,How is my signature validated,Is my mail-in signature required to exactly match my voter registration signature with middle initial?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,no_match,,,11/5/24 17:56,,,,en,,,,,,[],,,1,,,,,,,EL_Mail-in
66,195493,1268469,When are votes counted,When will mail in ballots be counted?,"Currently, counties in Pennsylvania are not permitted to begin processing mail ballots until the morning of Election Day. Depending on the number of ballots received, it may take counties more than one day to finish counting.",exact,,,11/5/24 17:56,,,,en,,,,,,[],,,1,,,,,,,EL_Res/Rep/Time
67,195491,1268457,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/5/24 17:55,,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
68,195490,1268455,When do polls close,When do the polls close?,"In Pennsylvania, the polls close at 8 p.m. on Election Day. If you are in line before or at the time the polls close, you will still be allowed to cast your vote. It's essential to plan your visit to the polling place accordingly to ensure you have enough time to vote.",exact,,,11/5/24 17:55,,,,es,,,,,,[],,,1,,,,,,,EL_Polling Loc/Time
69,195487,1268438,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,11/5/24 17:51,,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
70,195486,1268432,What time do the polls close,When do the polls close?,"In Pennsylvania, the polls close at 8 p.m. on Election Day. If you are in line before or at the time the polls close, you will still be allowed to cast your vote. It's essential to plan your visit to the polling place accordingly to ensure you have enough time to vote.",exact,,,11/5/24 17:50,,,,en,,,,,,[],,,1,,,,,,,EL_Polling Loc/Time
71,195461,1268419,I changed my address but my voter registration isnâ€™t updated. How do I vote?,Can I vote if I moved but havenâ€™t updated my registration?,"If you moved within Pennsylvania less than 30 days before the election, you must vote at the polling place for your old address. If you moved within the commonwealth more than 30 days ago but havenâ€™t yet updated your registration, you can still vote at the polling place for your old address for one election. However, if you have moved from one county to another, you must fill out a form at your polling place with your new address and county. This will allow officials to update your voter registration in both counties after the election, and you will receive a new voter registration card matching your new address. For more details, you can refer to the ""https://www.pa.gov/en/agencies/vote/voter-registration/update-my-registration.html"" â€œIf you moveâ€ section of the Pennsylvania Department of Stateâ€™s website.",exact,,,11/5/24 17:44,,,,en,,,,,,[],,,1,,,,,,,EL_Voter Reg
